collection,task_ID,dtype,expression,name,scientific_field,support
OEIS,oeis_1433,int,7*x_0*(5*x_0 - 3)/2,A152777,Mathematics,"[[0, 500]]"
OEIS,oeis_1434,int,2*x_0**2 + 10*x_0 + 3,A152813,Mathematics,"[[0, 500]]"
OEIS,oeis_1435,int,9**(5*x_0 + 3),A013852,Mathematics,"[[0, 2]]"
OEIS,oeis_1436,int,2*x_0*(5*x_0 - 4),A152965,Mathematics,"[[0, 500]]"
OEIS,oeis_1437,int,9*x_0*(2*x_0 - 1),A152994,Mathematics,"[[0, 500]]"
OEIS,oeis_1438,int,x_0*(9*x_0 - 7),A152995,Mathematics,"[[0, 500]]"
OEIS,oeis_1439,int,x_0*(11*x_0 - 9),A152997,Mathematics,"[[0, 500]]"
OEIS,oeis_1440,int,2*x_0**2 + 16*x_0 + 23,A153037,Mathematics,"[[0, 500]]"
OEIS,oeis_1441,int,13**x_0 + 2,A153079,Mathematics,"[[0, 9]]"
OEIS,oeis_1442,int,(2*x_0 + 1)*(5*x_0 + 6),A153127,Mathematics,"[[0, 500]]"
OEIS,oeis_1443,int,x_0**3 - (x_0 + 1)**2,A153257,Mathematics,"[[0, 500]]"
OEIS,oeis_1444,int,x_0**3 - 3*(x_0 + 3)**2,A153260,Mathematics,"[[0, 500]]"
OEIS,oeis_1445,int,9*4**x_0 - 2,A153465,Mathematics,"[[0, 16]]"
OEIS,oeis_1446,int,x_0*(x_0 + 1)*(5*x_0 - 2)/6,A002413,Mathematics,"[[0, 500]]"
OEIS,oeis_1447,int,9**(5*x_0 + 4),A013853,Mathematics,"[[0, 2]]"
OEIS,oeis_1448,int,5*x_0*(3*x_0 - 1),A153780,Mathematics,"[[0, 500]]"
OEIS,oeis_1449,int,3*x_0*(9*x_0 - 7)/2,A153783,Mathematics,"[[0, 500]]"
OEIS,oeis_1450,int,2*x_0*(5*x_0 - 3),A153784,Mathematics,"[[0, 500]]"
OEIS,oeis_1451,int,5*x_0*(5*x_0 - 3)/2,A153785,Mathematics,"[[0, 500]]"
OEIS,oeis_1452,int,3*x_0*(5*x_0 - 3),A153786,Mathematics,"[[0, 500]]"
OEIS,oeis_1453,int,13*x_0*(3*x_0 - 1)/2,A153793,Mathematics,"[[0, 500]]"
OEIS,oeis_1454,int,4*x_0*(3*x_0 - 2),A153794,Mathematics,"[[0, 500]]"
OEIS,oeis_1455,int,5*x_0*(3*x_0 - 2),A153795,Mathematics,"[[0, 500]]"
OEIS,oeis_1456,int,6*x_0*(3*x_0 - 2),A153796,Mathematics,"[[0, 500]]"
OEIS,oeis_1457,int,7*x_0*(3*x_0 - 2),A153797,Mathematics,"[[0, 500]]"
OEIS,oeis_1458,int,10**(5*x_0 + 1),A013854,Mathematics,"[[0, 2]]"
OEIS,oeis_1459,int,1001*x_0,A153814,Mathematics,"[[0, 500]]"
OEIS,oeis_1460,int,3*x_0*(11*x_0 - 9)/2,A153875,Mathematics,"[[0, 500]]"
OEIS,oeis_1461,int,x_0**3 + (x_0 + 2)**3,A153976,Mathematics,"[[0, 500]]"
OEIS,oeis_1462,int,x_0*(x_0 - 1)*(x_0 + 1)*(3*x_0 - 2)/12,A153978,Mathematics,"[[0, 448]]"
OEIS,oeis_1463,int,12*x_0**2 + 22*x_0 + 11,A154099,Mathematics,"[[0, 500]]"
OEIS,oeis_1464,int,5*2**x_0/2 + 15*6**x_0/2,A154410,Mathematics,"[[0, 12]]"
OEIS,oeis_1465,int,111111*x_0,A154549,Mathematics,"[[0, 500]]"
OEIS,oeis_1466,int,11*x_0*(2*x_0 - 1),A154617,Mathematics,"[[0, 500]]"
OEIS,oeis_1467,int,sqrt(x_0**7),A155014,Mathematics,"[[0, 21]]"
OEIS,oeis_1468,int,2*x_0**3 + 2*x_0**2 + 2*x_0 - 2,A155120,Mathematics,"[[0, 500]]"
OEIS,oeis_1469,int,10**(5*x_0 + 2),A013855,Mathematics,"[[0, 2]]"
OEIS,oeis_1470,int,2*x_0*(x_0**3 + x_0**2 + x_0 + 1) - 3,A155121,Mathematics,"[[0, 266]]"
OEIS,oeis_1471,int,(x_0 + 1)*(x_0 + 2)*(2*x_0 + 1)*(12*x_0 + 8),A155122,Mathematics,"[[0, 142]]"
OEIS,oeis_1472,int,20*3**x_0 - 2,A155155,Mathematics,"[[0, 19]]"
OEIS,oeis_1473,int,x_0**2/2 + 9*x_0/2 + 2,A155212,Mathematics,"[[0, 500]]"
OEIS,oeis_1474,int,x_0**2 + 52*x_0 + 30,A155461,Mathematics,"[[0, 500]]"
OEIS,oeis_1475,int,-4**x_0/3 + 5**x_0 + 1/3,A155485,Mathematics,"[[0, 15]]"
OEIS,oeis_1476,int,x_0**(x_0 + 3) + (x_0 + 3)**x_0,A155539,Mathematics,"[[0, 9]]"
OEIS,oeis_1477,int,2**x_0 + 5**x_0 - 1,A155588,Mathematics,"[[0, 15]]"
OEIS,oeis_1478,int,2**x_0 + 6**x_0 - 1,A155589,Mathematics,"[[0, 13]]"
OEIS,oeis_1479,int,2**x_0 + 7**x_0 - 1,A155590,Mathematics,"[[0, 12]]"
OEIS,oeis_1480,int,10**(5*x_0 + 3),A013856,Mathematics,"[[0, 2]]"
OEIS,oeis_1481,int,2**x_0 + 9**x_0 - 1,A155593,Mathematics,"[[0, 11]]"
OEIS,oeis_1482,int,-2**x_0 + 5**x_0 + 1,A155596,Mathematics,"[[0, 15]]"
OEIS,oeis_1483,int,-2**x_0 + 6**x_0 + 1,A155597,Mathematics,"[[0, 13]]"
OEIS,oeis_1484,int,-2**x_0 + 7**x_0 + 1,A155598,Mathematics,"[[0, 12]]"
OEIS,oeis_1485,int,-2**x_0 + 8**x_0 + 1,A155599,Mathematics,"[[0, 12]]"
OEIS,oeis_1486,int,-2**x_0 + 9**x_0 + 1,A155600,Mathematics,"[[0, 11]]"
OEIS,oeis_1487,int,10**x_0 - 2**x_0 + 1,A155601,Mathematics,"[[0, 11]]"
OEIS,oeis_1488,int,3**x_0 + 5**x_0 - 1,A155603,Mathematics,"[[0, 15]]"
OEIS,oeis_1489,int,3**x_0 + 6**x_0 - 1,A155604,Mathematics,"[[0, 13]]"
OEIS,oeis_1490,int,3**x_0 + 8**x_0 - 1,A155606,Mathematics,"[[0, 12]]"
OEIS,oeis_1491,int,10**(5*x_0 + 4),A013857,Mathematics,"[[0, 2]]"
OEIS,oeis_1492,int,-3**x_0 + 4**x_0 + 1,A155609,Mathematics,"[[0, 17]]"
OEIS,oeis_1493,int,10**x_0 - 3**x_0 + 1,A155615,Mathematics,"[[0, 11]]"
OEIS,oeis_1494,int,4**x_0 + 7**x_0 - 1,A155618,Mathematics,"[[0, 12]]"
OEIS,oeis_1495,int,11**x_0 + 4**x_0 - 1,A155625,Mathematics,"[[0, 10]]"
OEIS,oeis_1496,int,-4**x_0 + 5**x_0 + 1,A155626,Mathematics,"[[0, 15]]"
OEIS,oeis_1497,int,-4**x_0 + 6**x_0 + 1,A155627,Mathematics,"[[0, 13]]"
OEIS,oeis_1498,int,-4**x_0 + 7**x_0 + 1,A155628,Mathematics,"[[0, 12]]"
OEIS,oeis_1499,int,-4**x_0 + 8**x_0 + 1,A155629,Mathematics,"[[0, 12]]"
OEIS,oeis_1500,int,-4**x_0 + 9**x_0 + 1,A155630,Mathematics,"[[0, 11]]"
OEIS,oeis_1501,int,11**x_0 - 4**x_0 + 1,A155632,Mathematics,"[[0, 10]]"
OEIS,oeis_1502,int,11**(5*x_0 + 1),A013858,Mathematics,"[[0, 2]]"
OEIS,oeis_1503,int,5**x_0 + 9**x_0 - 1,A155636,Mathematics,"[[0, 11]]"
OEIS,oeis_1504,int,11**x_0 + 5**x_0 - 1,A155638,Mathematics,"[[0, 10]]"
OEIS,oeis_1505,int,-5**x_0 + 6**x_0 + 1,A155639,Mathematics,"[[0, 13]]"
OEIS,oeis_1506,int,-5**x_0 + 7**x_0 + 1,A155640,Mathematics,"[[0, 12]]"
OEIS,oeis_1507,int,6**x_0 + 8**x_0 - 1,A155646,Mathematics,"[[0, 12]]"
OEIS,oeis_1508,int,6**x_0 + 9**x_0 - 1,A155647,Mathematics,"[[0, 11]]"
OEIS,oeis_1509,int,10**x_0 + 6**x_0 - 1,A155648,Mathematics,"[[0, 10]]"
OEIS,oeis_1510,int,11**x_0 + 6**x_0 - 1,A155649,Mathematics,"[[0, 10]]"
OEIS,oeis_1511,int,-6**x_0 + 7**x_0 + 1,A155650,Mathematics,"[[0, 12]]"
OEIS,oeis_1512,int,7**x_0 + 8**x_0 - 1,A155655,Mathematics,"[[0, 11]]"
OEIS,oeis_1513,int,11**(5*x_0 + 2),A013859,Mathematics,"[[0, 2]]"
OEIS,oeis_1514,int,7**x_0 + 9**x_0 - 1,A155656,Mathematics,"[[0, 11]]"
OEIS,oeis_1515,int,11**x_0 + 7**x_0 - 1,A155658,Mathematics,"[[0, 10]]"
OEIS,oeis_1516,int,-7**x_0 + 8**x_0 + 1,A155659,Mathematics,"[[0, 12]]"
OEIS,oeis_1517,int,-7**x_0 + 9**x_0 + 1,A155660,Mathematics,"[[0, 11]]"
OEIS,oeis_1518,int,10**x_0 - 7**x_0 + 1,A155661,Mathematics,"[[0, 11]]"
OEIS,oeis_1519,int,11**x_0 - 7**x_0 + 1,A155662,Mathematics,"[[0, 10]]"
OEIS,oeis_1520,int,8**x_0 + 9**x_0 - 1,A155663,Mathematics,"[[0, 11]]"
OEIS,oeis_1521,int,10**x_0 + 8**x_0 - 1,A155664,Mathematics,"[[0, 10]]"
OEIS,oeis_1522,int,11**x_0 + 8**x_0 - 1,A155665,Mathematics,"[[0, 10]]"
OEIS,oeis_1523,int,-8**x_0 + 9**x_0 + 1,A155666,Mathematics,"[[0, 11]]"
OEIS,oeis_1524,int,11**(5*x_0 + 3),A013860,Mathematics,"[[0, 2]]"
OEIS,oeis_1525,int,10**x_0 - 8**x_0 + 1,A155667,Mathematics,"[[0, 11]]"
OEIS,oeis_1526,int,10**x_0 + 11**x_0 - 1,A155673,Mathematics,"[[0, 10]]"
OEIS,oeis_1527,int,4**x_0/3 + 8/3,A155701,Mathematics,"[[0, 18]]"
OEIS,oeis_1528,int,x_0**3/3 - x_0/3 + 3,A155753,Mathematics,"[[0, 500]]"
OEIS,oeis_1529,int,14*x_0**3 - 30*x_0**2 + 24*x_0 - 7,A155883,Mathematics,"[[0, 500]]"
OEIS,oeis_1530,int,(2*x_0**2)**x_0,A155957,Mathematics,"[[0, 6]]"
OEIS,oeis_1531,int,9**x_0*(2*x_0 + 1),A155988,Mathematics,"[[0, 10]]"
OEIS,oeis_1532,int,7*2**x_0 - 3,A156127,Mathematics,"[[0, 31]]"
OEIS,oeis_1533,int,30*x_0 + 19,A156376,Mathematics,"[[0, 500]]"
OEIS,oeis_1534,int,4**x_0/3 + 20/3,A156605,Mathematics,"[[0, 18]]"
OEIS,oeis_1535,int,11**(5*x_0 + 4),A013861,Mathematics,"[[0, 2]]"
OEIS,oeis_1536,int,13*100**(x_0 + 1)/99 - 13/99,A156641,Mathematics,"[[0, 5]]"
OEIS,oeis_1537,int,17*100**(x_0 + 1)/99 - 17/99,A156675,Mathematics,"[[0, 5]]"
OEIS,oeis_1538,int,4*x_0**4 + 17*x_0**2 + 4,A156701,Mathematics,"[[0, 224]]"
OEIS,oeis_1539,int,144*x_0**2 - 161*x_0 + 45,A156711,Mathematics,"[[0, 500]]"
OEIS,oeis_1540,int,81*x_0 - 59,A156795,Mathematics,"[[0, 500]]"
OEIS,oeis_1541,int,81*x_0 - 22,A156796,Mathematics,"[[0, 500]]"
OEIS,oeis_1542,int,x_0**4 + 5*x_0**2 + 4,A156798,Mathematics,"[[0, 317]]"
OEIS,oeis_1543,int,225*x_0**2 - 251*x_0 + 70,A156810,Mathematics,"[[0, 500]]"
OEIS,oeis_1544,int,225*x_0**2 - 199*x_0 + 44,A156812,Mathematics,"[[0, 500]]"
OEIS,oeis_1545,int,225*x_0**2 - x_0,A156813,Mathematics,"[[0, 500]]"
OEIS,oeis_1546,int,12**(5*x_0 + 1),A013862,Mathematics,"[[0, 2]]"
OEIS,oeis_1547,int,225*x_0**2 + x_0,A156814,Mathematics,"[[0, 500]]"
OEIS,oeis_1548,int,(x_0 + 1)*(-x_0**3 + 5*x_0**2 - 9*x_0 + 9),A157371,Mathematics,"[[0, 318]]"
OEIS,oeis_1549,int,-6*x_0**2 + 12*x_0 + 7,A157517,Mathematics,"[[0, 500]]"
OEIS,oeis_1550,int,25*x_0 + 1,A158060,Mathematics,"[[0, 500]]"
OEIS,oeis_1551,int,100*x_0**2 - 2*x_0,A158129,Mathematics,"[[0, 500]]"
OEIS,oeis_1552,int,10*x_0**2 - 7*x_0 + 1,A158186,Mathematics,"[[0, 500]]"
OEIS,oeis_1553,int,10*x_0**2 - 1,A158447,Mathematics,"[[0, 500]]"
OEIS,oeis_1554,int,12*x_0**2 - 1,A158463,Mathematics,"[[0, 500]]"
OEIS,oeis_1555,int,x_0**3/2 - 3*x_0**2 + 13*x_0/2 - 3,A158498,Mathematics,"[[0, 500]]"
OEIS,oeis_1556,int,9**x_0*x_0,A158749,Mathematics,"[[0, 10]]"
OEIS,oeis_1557,int,2**(2*x_0 + 1) - 2,A002446,Mathematics,"[[0, 17]]"
OEIS,oeis_1558,int,12**(5*x_0 + 2),A013863,Mathematics,"[[0, 2]]"
OEIS,oeis_1559,int,101*x_0 + 10,A159551,Mathematics,"[[0, 500]]"
OEIS,oeis_1560,int,x_0**2*(x_0**2 + 15)/4,A159833,Mathematics,"[[0, 448]]"
OEIS,oeis_1561,int,x_0*(x_0 - 1)*(x_0 + 4)/3,A159920,Mathematics,"[[0, 500]]"
OEIS,oeis_1562,int,2**x_0*(1 - x_0),A159964,Mathematics,"[[0, 29]]"
OEIS,oeis_1563,int,60**x_0,A159991,Mathematics,"[[0, 6]]"
OEIS,oeis_1564,int,(2*x_0 - 1)*(24*x_0**2 - 42*x_0 + 19),A160174,Mathematics,"[[0, 500]]"
OEIS,oeis_1565,int,64*x_0**3 - 168*x_0**2 + 148*x_0 - 43,A160250,Mathematics,"[[0, 500]]"
OEIS,oeis_1566,int,x_0**2 - 2*x_0 + 2,A160457,Mathematics,"[[0, 500]]"
OEIS,oeis_1567,int,11*x_0**2/2 + 19*x_0/2 + 5,A160749,Mathematics,"[[0, 500]]"
OEIS,oeis_1568,int,3*x_0**4 + 12*x_0**3 + 30*x_0**2 + 36*x_0 + 17,A160827,Mathematics,"[[0, 240]]"
OEIS,oeis_1569,int,12**(5*x_0 + 3),A013864,Mathematics,"[[0, 2]]"
OEIS,oeis_1570,int,4*x_0**4 + 24*x_0**3 + 84*x_0**2 + 144*x_0 + 98,A160828,Mathematics,"[[0, 223]]"
OEIS,oeis_1571,int,-5*(-1)**x_0/2 + 5*x_0 + 3/2,A161365,Mathematics,"[[0, 500]]"
OEIS,oeis_1572,int,2*x_0**2 + 8*x_0 + 1,A161532,Mathematics,"[[0, 500]]"
OEIS,oeis_1573,int,2*x_0**2 + 14*x_0 + 1,A161549,Mathematics,"[[0, 500]]"
OEIS,oeis_1574,int,13*x_0**2 + 10*x_0 + 1,A161587,Mathematics,"[[0, 500]]"
OEIS,oeis_1575,int,8*x_0**2 + 20*x_0 + 1,A161617,Mathematics,"[[0, 500]]"
OEIS,oeis_1576,int,22*x_0 + 1,A161709,Mathematics,"[[0, 500]]"
OEIS,oeis_1577,int,28*x_0 + 1,A161714,Mathematics,"[[0, 500]]"
OEIS,oeis_1578,int,x_0*(13*x_0 - 12),A161958,Mathematics,"[[0, 500]]"
OEIS,oeis_1579,int,x_0**3 + 5*x_0**2/2 - 5*x_0/2,A162265,Mathematics,"[[0, 500]]"
OEIS,oeis_1580,int,12**(5*x_0 + 4),A013865,Mathematics,"[[0, 2]]"
OEIS,oeis_1581,int,x_0**3 + 5*x_0**2/2 + 21*x_0/2,A162266,Mathematics,"[[0, 500]]"
OEIS,oeis_1582,int,x_0**3 + 5*x_0**2/2 + 5*x_0/2,A162267,Mathematics,"[[0, 500]]"
OEIS,oeis_1583,int,(1 - sqrt(2))**x_0*(5 - sqrt(2))/2 + (1 + sqrt(2))**x_0*(sqrt(2) + 5)/2,A162268,Mathematics,"[[0, 25]]"
OEIS,oeis_1584,int,5*x_0**2 + 20*x_0 + 1,A162316,Mathematics,"[[0, 500]]"
OEIS,oeis_1585,int,-(-1)**x_0*x_0**2,A162395,Mathematics,"[[0, 500]]"
OEIS,oeis_1586,int,(2*x_0 + 1)*(2*x_0 + 3)*(2*x_0 + 5)/3,A162540,Mathematics,"[[0, 500]]"
OEIS,oeis_1587,int,x_0*(x_0**2 - 4*x_0 + 5)/2,A162607,Mathematics,"[[0, 500]]"
OEIS,oeis_1588,int,x_0*(x_0 + 1)*(x_0 + 2)*(x_0 + 3)*(x_0 + 4)*(x_0 + 5)/5,A162669,Mathematics,"[[0, 59]]"
OEIS,oeis_1589,int,5**x_0*(5**x_0 - 1)/2,A162729,Mathematics,"[[0, 8]]"
OEIS,oeis_1590,int,x_0**2*(x_0 + 1)**2/2,A163102,Mathematics,"[[0, 376]]"
OEIS,oeis_1591,int,13**(5*x_0 + 1),A013866,Mathematics,"[[0, 2]]"
OEIS,oeis_1592,int,x_0**4*(x_0 + 1)**2/2,A163274,Mathematics,"[[0, 52]]"
OEIS,oeis_1593,int,x_0**5*(x_0 + 1)**2/2,A163275,Mathematics,"[[0, 30]]"
OEIS,oeis_1594,int,x_0**6*(x_0 + 1)**2/2,A163276,Mathematics,"[[0, 20]]"
OEIS,oeis_1595,int,x_0**7*(x_0 + 1)**2/2,A163277,Mathematics,"[[0, 14]]"
OEIS,oeis_1596,int,(3 - 2*sqrt(2))*(5 - sqrt(2))**x_0/2 + (sqrt(2) + 5)**x_0*(2*sqrt(2) + 3)/2,A163605,Mathematics,"[[0, 12]]"
OEIS,oeis_1597,int,x_0*(2*x_0**2 + 5*x_0 + 13)/2,A163655,Mathematics,"[[0, 500]]"
OEIS,oeis_1598,int,x_0*(2*x_0**2 + 5*x_0 + 17)/2,A163661,Mathematics,"[[0, 500]]"
OEIS,oeis_1599,int,10**(2*x_0) + 10**x_0,A163664,Mathematics,"[[0, 5]]"
OEIS,oeis_1600,int,x_0*(2*x_0**2 + 5*x_0 + 15)/2,A163673,Mathematics,"[[0, 500]]"
OEIS,oeis_1601,int,x_0*(2*x_0**2 + 5*x_0 + 19)/2,A163675,Mathematics,"[[0, 500]]"
OEIS,oeis_1602,int,13**(5*x_0 + 2),A013867,Mathematics,"[[0, 2]]"
OEIS,oeis_1603,int,x_0**2*(2*x_0 + 5),A163683,Mathematics,"[[0, 500]]"
OEIS,oeis_1604,int,9*x_0*(x_0 + 1),A163758,Mathematics,"[[0, 500]]"
OEIS,oeis_1605,int,x_0*(2*x_0**2 + 5*x_0 + 3),A163815,Mathematics,"[[0, 500]]"
OEIS,oeis_1606,int,x_0*(2*x_0**2 + 5*x_0 + 1),A163832,Mathematics,"[[0, 500]]"
OEIS,oeis_1607,int,x_0*(6*x_0**2 + 15*x_0 + 5)/2,A163833,Mathematics,"[[0, 500]]"
OEIS,oeis_1608,int,4**x_0/3 + 5/3,A163834,Mathematics,"[[0, 18]]"
OEIS,oeis_1609,int,4**x_0/3 + 11/3,A163868,Mathematics,"[[0, 18]]"
OEIS,oeis_1610,int,(-1)**x_0 + 2*x_0,A163980,Mathematics,"[[0, 500]]"
OEIS,oeis_1611,int,3*2**x_0 + 2,A164094,Mathematics,"[[0, 32]]"
OEIS,oeis_1612,int,11*x_0*(x_0 + 1),A164136,Mathematics,"[[0, 500]]"
OEIS,oeis_1613,int,13**(5*x_0 + 3),A013868,Mathematics,"[[0, 2]]"
OEIS,oeis_1614,int,15*x_0 - 7,A164284,Mathematics,"[[0, 500]]"
OEIS,oeis_1615,int,7*2**x_0 + 3,A164285,Mathematics,"[[0, 31]]"
OEIS,oeis_1616,int,6**x_0/3 - 1,A164559,Mathematics,"[[0, 14]]"
OEIS,oeis_1617,int,7**x_0 - 6,A164783,Mathematics,"[[0, 12]]"
OEIS,oeis_1618,int,6**x_0 - 5,A164784,Mathematics,"[[0, 13]]"
OEIS,oeis_1619,int,5**x_0 - 4,A164785,Mathematics,"[[0, 15]]"
OEIS,oeis_1620,int,8**x_0 - 7,A164786,Mathematics,"[[0, 12]]"
OEIS,oeis_1621,int,x_0**5/10 - x_0/10,A164938,Mathematics,"[[0, 159]]"
OEIS,oeis_1622,int,(2**x_0 - 1)*(2**(x_0 + 4) - 1),A165130,Mathematics,"[[0, 15]]"
OEIS,oeis_1623,int,(2**x_0 + 1)*(2**(x_0 + 4) - 1),A165133,Mathematics,"[[0, 15]]"
OEIS,oeis_1624,int,13**(5*x_0 + 4),A013869,Mathematics,"[[0, 1]]"
OEIS,oeis_1625,int,(2**x_0 + 1)*(2**(x_0 + 4) + 1),A165222,Mathematics,"[[0, 15]]"
OEIS,oeis_1626,int,10**x_0/9 + 71/9,A165247,Mathematics,"[[0, 11]]"
OEIS,oeis_1627,int,x_0**17 + 9,A165254,Mathematics,"[[0, 4]]"
OEIS,oeis_1628,int,16**x_0*(2*x_0 + 1),A165283,Mathematics,"[[0, 8]]"
OEIS,oeis_1629,int,3 - 2*3**x_0,A165746,Mathematics,"[[0, 21]]"
OEIS,oeis_1630,int,4 - 3*2**x_0,A165751,Mathematics,"[[0, 32]]"
OEIS,oeis_1631,int,8/3 - 5*4**x_0/3,A165752,Mathematics,"[[0, 17]]"
OEIS,oeis_1632,int,5/2 - 3*5**x_0/2,A165755,Mathematics,"[[0, 15]]"
OEIS,oeis_1633,int,12/5 - 7*6**x_0/5,A165758,Mathematics,"[[0, 13]]"
OEIS,oeis_1634,int,7/3 - 4*7**x_0/3,A165759,Mathematics,"[[0, 12]]"
OEIS,oeis_1635,int,14**(5*x_0 + 1),A013870,Mathematics,"[[0, 2]]"
OEIS,oeis_1636,int,16/7 - 9*8**x_0/7,A165760,Mathematics,"[[0, 11]]"
OEIS,oeis_1637,int,3*x_0*(310*x_0**2 + 63*x_0 - 12),A165809,Mathematics,"[[0, 221]]"
OEIS,oeis_1638,int,29*(-1)**x_0/4 + 11*x_0/2 + 11/4,A166033,Mathematics,"[[0, 500]]"
OEIS,oeis_1639,int,6*(-4)**x_0/7 + 3**x_0/7,A166035,Mathematics,"[[0, 17]]"
OEIS,oeis_1640,int,8*(-5)**x_0/9 + 4**x_0/9,A166036,Mathematics,"[[0, 15]]"
OEIS,oeis_1641,int,6/5 - (-4)**x_0/5,A166114,Mathematics,"[[0, 18]]"
OEIS,oeis_1642,int,7/6 - (-5)**x_0/6,A166122,Mathematics,"[[0, 16]]"
OEIS,oeis_1643,int,-9*4**x_0/5 + 4*9**x_0/5 + 1,A166132,Mathematics,"[[0, 11]]"
OEIS,oeis_1644,int,x_0*(x_0 + 3)/2 + 7,A166136,Mathematics,"[[0, 500]]"
OEIS,oeis_1645,int,5*x_0*(x_0 + 1)/2 - 4,A166137,Mathematics,"[[0, 500]]"
OEIS,oeis_1646,int,14**(5*x_0 + 2),A013871,Mathematics,"[[0, 2]]"
OEIS,oeis_1647,int,3*x_0**2 + 3*x_0 - 5,A166143,Mathematics,"[[0, 500]]"
OEIS,oeis_1648,int,11*x_0**2/2 + 11*x_0/2 - 10,A166144,Mathematics,"[[0, 500]]"
OEIS,oeis_1649,int,7*x_0**2/2 + 7*x_0/2 - 6,A166146,Mathematics,"[[0, 500]]"
OEIS,oeis_1650,int,4*x_0**2 + 4*x_0 - 7,A166147,Mathematics,"[[0, 500]]"
OEIS,oeis_1651,int,9*x_0**2/2 + 9*x_0/2 - 8,A166148,Mathematics,"[[0, 500]]"
OEIS,oeis_1652,int,5*x_0**2 + 5*x_0 - 9,A166150,Mathematics,"[[0, 500]]"
OEIS,oeis_1653,int,5*x_0**2/2 + 5*x_0/2 - 3,A166151,Mathematics,"[[0, 500]]"
OEIS,oeis_1654,int,12*(-7)**x_0/13 + 6**x_0/13,A166152,Mathematics,"[[0, 12]]"
OEIS,oeis_1655,int,14*(-8)**x_0/15 + 7**x_0/15,A166153,Mathematics,"[[0, 12]]"
OEIS,oeis_1656,int,7*x_0*(x_0 + 1)/2 - 5,A166154,Mathematics,"[[0, 500]]"
OEIS,oeis_1657,int,14**(5*x_0 + 3),A013872,Mathematics,"[[0, 2]]"
OEIS,oeis_1658,int,16*(-9)**x_0/17 + 8**x_0/17,A166157,Mathematics,"[[0, 11]]"
OEIS,oeis_1659,int,2**x_0 - 3**(x_0/2 - 1/2)*(1 - (-1)**x_0),A167784,Mathematics,"[[0, 34]]"
OEIS,oeis_1660,int,(-3)**x_0/42 - 3**x_0/6 + 4**x_0/7,A167889,Mathematics,"[[0, 19]]"
OEIS,oeis_1661,int,x_0*(x_0**5 + 1)/2,A167963,Mathematics,"[[0, 53]]"
OEIS,oeis_1662,int,x_0*(x_0**6 + 1)/2,A168029,Mathematics,"[[0, 30]]"
OEIS,oeis_1663,int,(x_0 + 3)*(x_0 + 4)/2,A168102,Mathematics,"[[0, 500]]"
OEIS,oeis_1664,int,(x_0 + 4)*(x_0 + 5)/2,A168103,Mathematics,"[[0, 500]]"
OEIS,oeis_1665,int,x_0*(x_0**8 + 1)/2,A168116,Mathematics,"[[0, 14]]"
OEIS,oeis_1666,int,x_0**2*(x_0**5 + 1)/2,A168123,Mathematics,"[[0, 30]]"
OEIS,oeis_1667,int,x_0**2*(x_0**6 + 1)/2,A168124,Mathematics,"[[0, 20]]"
OEIS,oeis_1668,int,x_0**5 + 1,A002561,Mathematics,"[[0, 100]]"
OEIS,oeis_1669,int,14**(5*x_0 + 4),A013873,Mathematics,"[[0, 1]]"
OEIS,oeis_1670,int,x_0**2*(x_0**7 + 1)/2,A168125,Mathematics,"[[0, 14]]"
OEIS,oeis_1671,int,x_0**2*(x_0**8 + 1)/2,A168126,Mathematics,"[[0, 11]]"
OEIS,oeis_1672,int,x_0**2*(x_0**9 + 1)/2,A168153,Mathematics,"[[0, 9]]"
OEIS,oeis_1673,int,x_0**2*(x_0**10 + 1)/2,A168176,Mathematics,"[[0, 8]]"
OEIS,oeis_1674,int,x_0**3*(x_0**4 + 1)/2,A168179,Mathematics,"[[0, 30]]"
OEIS,oeis_1675,int,x_0**3*(x_0**5 + 1)/2,A168180,Mathematics,"[[0, 20]]"
OEIS,oeis_1676,int,x_0**3*(x_0**6 + 1)/2,A168187,Mathematics,"[[0, 14]]"
OEIS,oeis_1677,int,x_0**3*(x_0**7 + 1)/2,A168188,Mathematics,"[[0, 11]]"
OEIS,oeis_1678,int,x_0**3*(x_0**8 + 1)/2,A168189,Mathematics,"[[0, 9]]"
OEIS,oeis_1679,int,x_0**3*(x_0**9 + 1)/2,A168190,Mathematics,"[[0, 8]]"
OEIS,oeis_1680,int,15**(5*x_0 + 1),A013874,Mathematics,"[[0, 2]]"
OEIS,oeis_1681,int,x_0**3*(x_0**10 + 1)/2,A168191,Mathematics,"[[0, 7]]"
OEIS,oeis_1682,int,x_0**4*(x_0**5 + 1)/2,A168196,Mathematics,"[[0, 14]]"
OEIS,oeis_1683,int,23*(-1)**x_0/4 + 7*x_0/2 + 9/4,A168211,Mathematics,"[[0, 500]]"
OEIS,oeis_1684,int,9*(-1)**x_0/4 + 9*x_0/2 + 11/4,A168213,Mathematics,"[[0, 500]]"
OEIS,oeis_1685,int,x_0**4*(x_0**6 + 1)/2,A168220,Mathematics,"[[0, 11]]"
OEIS,oeis_1686,int,x_0**4*(x_0**7 + 1)/2,A168225,Mathematics,"[[0, 9]]"
OEIS,oeis_1687,int,x_0**4*(x_0**8 + 1)/2,A168227,Mathematics,"[[0, 8]]"
OEIS,oeis_1688,int,-3*(-1)**x_0/2 + x_0 - 1/2,A168232,Mathematics,"[[0, 500]]"
