collection,task_ID,description,dtype,expression,name,scientific_field,support
SynEq,syneq_2733,Unbiased expression of complexity 6,float,log(log(x_0)/(x_0*sqrt(x_1))),syneq_3458,Others,"[[1.0000000001010105, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2734,Unbiased expression of complexity 12,float,cos(x_0 + sqrt(1/x_0)) - cos(1/x_0)/sqrt(1/x_0),syneq_3459,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2735,Unbiased expression of complexity 11,float,(1.74385*x_1 - x_2 + log(x_2) - 0.74385)/((x_1 + log(x_2))*(x_0*x_1 - 0.74385)),syneq_346,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2736,Unbiased expression of complexity 10,float,(-x_0/x_2 + sqrt(x_1))/(x_0/(x_2*log(x_1)) + 2*x_1),syneq_3460,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2737,Unbiased expression of complexity 9,float,(x_0 + 2)*(x_0**2 + log(x_0))*sqrt(sin(x_0)),syneq_3461,Others,"[[1.010103861229041e-10, 3.14159265010101]]"
SynEq,syneq_2738,Unbiased expression of complexity 4,float,-3.8615/sqrt(x_0),syneq_3462,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2739,Unbiased expression of complexity 4,float,sqrt(x_0) + x_0 - 8.08233,syneq_3463,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2740,Unbiased expression of complexity 7,float,-x_0**(3/2)*log(x_0) - sin(x_0),syneq_3464,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2741,Unbiased expression of complexity 5,float,sqrt(x_0) - x_0 - 1/x_0,syneq_3465,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2742,Unbiased expression of complexity 12,float,((2.11706 - x_0)*sin(x_2) + cos(x_1))/(sqrt(x_0) - x_1 + x_2*sin(x_2)),syneq_3466,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2743,Unbiased expression of complexity 9,float,x_0 + 2*x_1 + log(log(x_0)) - (-x_0 + log(x_0))/x_0,syneq_3467,Others,"[[1.0000000001010105, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2744,Unbiased expression of complexity 12,float,0.42512449866861*x_0*(x_0 - 5.53309/x_0)*exp(x_0)/(x_1*sqrt(-1/x_0)),syneq_3468,Others,"[[-216.66012824217347, -5.536122671401245e-10], [-1100.0, -2.4374458007514477e-10]]"
SynEq,syneq_2745,Unbiased expression of complexity 15,float,-0.694940351802834/cos(sqrt(x_0)) - 0.148419921515546*log(log(sqrt(x_0)))/(sqrt(x_0) - 0.438972420303083),syneq_3469,Others,"[[120.90265391402635, 158.56016731333028]]"
SynEq,syneq_2746,Unbiased expression of complexity 14,float,sin(cos(x_0))/sqrt(cos(x_0)) + sin(cos(x_0))*sqrt(cos(x_0))/x_0,syneq_347,Others,"[[-102.10176124, -98.96016858999994]]"
SynEq,syneq_2747,Unbiased expression of complexity 6,float,(-x_1/x_2 + log(x_2))*log(log(x_0)),syneq_3470,Others,"[[1.0000000001010105, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010101038612291e-08, 1001.010101010101]]"
SynEq,syneq_2748,Unbiased expression of complexity 5,float,(-x_0 + sin(x_0))*(x_0 - log(x_0)),syneq_3471,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2749,Unbiased expression of complexity 7,float,exp(x_0 + sin(log(x_1)))/(-x_0 + log(x_1)),syneq_3472,Others,"[[-998.989898989899, 4.832632857217504], [125.54105759533172, 125.54305779941802]]"
SynEq,syneq_2750,Unbiased expression of complexity 8,float,exp(sqrt(x_0)) - 2*cos(x_0) + 2/x_1,syneq_3473,Others,"[[1.010103861229041e-10, 530.1898110301006], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2751,Unbiased expression of complexity 9,float,7.11397*x_2*log(x_0*x_2*sin(x_1)) + 1/sin(x_1),syneq_3474,Others,"[[-1100.0, 0.0], [-100.53096490999997, -97.38937227000008], [-1100.0, 0.0]]"
SynEq,syneq_2752,Unbiased expression of complexity 10,float,(-x_1 + sin(x_1))/(x_0*(-2*x_1 - sqrt(sin(x_1)))),syneq_3475,Others,"[[-1100.0, 900.0], [-100.53096490999997, -97.38937227000008]]"
SynEq,syneq_2753,Unbiased expression of complexity 12,float,x_0**2 + sin((-sqrt(x_0) + x_0)*(x_0**2 + x_0/x_1)/(x_0 + x_1)),syneq_3476,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2754,Unbiased expression of complexity 11,float,sqrt(x_0)*(x_0**2*(-x_0 + exp(x_0)) - x_0 + log(x_0)/x_0),syneq_3477,Others,"[[1.010103861229041e-10, 16.081654690101036]]"
SynEq,syneq_2755,Unbiased expression of complexity 4,float,log(x_0) + 5.36324 + 1/x_0,syneq_3478,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2756,Unbiased expression of complexity 12,float,1.0*x_0*exp(-sqrt(x_0)) - 0.128604626937268*cos(sqrt(1/x_0)/x_0),syneq_3479,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2757,Unbiased expression of complexity 6,float,-x_0*(x_0 + x_1 - 6.71354) + log(-x_1),syneq_348,Others,"[[-1100.0, 900.0], [-1100.0, -9.356426744489e-10]]"
SynEq,syneq_2758,Unbiased expression of complexity 6,float,x_0 - 2*x_1 + log(x_2) + 7.64495/x_2,syneq_3480,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010101038612291e-08, 1001.010101010101]]"
SynEq,syneq_2759,Unbiased expression of complexity 11,float,((-x_0 + cos(x_0))*cos(x_0))**(1/4) - (-x_0 + cos(x_0))*cos(x_0),syneq_3481,Others,"[[-102.10176124, -98.96016858999994]]"
SynEq,syneq_2760,Unbiased expression of complexity 15,float,x_0*cos(x_0) + (x_0*cos(x_0) - cos(x_0))*(cos(x_0) - 9.99884) + log(x_0*cos(x_0))/x_0,syneq_3482,Others,"[[-98.96016857979797, -95.81857593979797]]"
SynEq,syneq_2761,Unbiased expression of complexity 10,float,-x_1*(x_0 - x_2 + (sqrt(x_0) + x_1)*exp(x_0)/x_0),syneq_3483,Others,"[[5.101010103861228e-07, 17.131111010101016], [-81.23745755989897, 77.14120163010098], [-980.989898989899, 1001.010101010101]]"
SynEq,syneq_2762,Unbiased expression of complexity 14,float,-exp(x_0)*exp(exp(x_0)*sin(x_0)/x_0)*sin(x_0)/(x_0 + exp(exp(x_0))),syneq_3484,Others,"[[-268.9360904161099, -1.309799586127184]]"
SynEq,syneq_2763,Unbiased expression of complexity 11,float,2.35132*x_1*(x_0/(x_1*cos(x_2)) + x_1 + log(x_2) + 2.35132)/(x_0*x_2),syneq_3485,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.0101010103861233e-06, 1001.010101010101]]"
SynEq,syneq_2764,Unbiased expression of complexity 4,float,sqrt(x_0)/x_2 + x_1,syneq_3486,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2765,Unbiased expression of complexity 13,float,sqrt(x_0) + x_0 - x_1*(x_0*x_1 + x_0) - x_1 + 1/(sqrt(x_0)*x_1),syneq_3487,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2766,Unbiased expression of complexity 6,float,-log(sin(x_0)) - sin(x_0)**2,syneq_3488,Others,"[[-100.53096490999997, -97.38937227000008]]"
SynEq,syneq_2767,Unbiased expression of complexity 7,float,-sqrt(x_0) - exp(x_1) + cos(exp(x_1)),syneq_3489,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 23.025850920101036]]"
SynEq,syneq_2768,Unbiased expression of complexity 4,float,(sqrt(x_1) + 11.81682)/x_0,syneq_349,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2769,Unbiased expression of complexity 6,float,x_1*(-x_0*x_1 - x_2)/log(x_2),syneq_3490,Others,"[[-842.190098989899, 832.4311010101011], [-829.429898989899, 845.2201010101011], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2770,Unbiased expression of complexity 13,float,sqrt(x_0) - x_0*log(1/x_0) - x_0 - x_1 - log(1/x_0) + 1/x_0,syneq_3491,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2771,Unbiased expression of complexity 6,float,-x_0 + (-x_0 + sin(x_1))*(log(x_1) + 3.72814),syneq_3492,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2772,Unbiased expression of complexity 13,float,(sqrt(x_0) + sin(x_0*(-x_0 - 5.6064) - x_0))/(x_0*(-x_0 - 5.6064) - x_0),syneq_3493,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2773,Unbiased expression of complexity 14,float,x_0**(3/2)*(sqrt(x_0) - 9.31766) + 10.31766*sqrt(x_0) - sin(9.31766/x_0) - 9.31766,syneq_3494,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2774,Unbiased expression of complexity 7,float,x_0**2*(log(x_0) + cos(x_0))/log(x_0),syneq_3495,Others,"[[1.0000000003720402, 862.4649703245445]]"
SynEq,syneq_2775,Unbiased expression of complexity 14,float,x_0 + (0.235806233301971*cos(x_0)/x_0 + 4.24077/x_0**2)*log(x_0) + 4.24077/x_0 - 4.24077/x_0**2,syneq_3496,Others,"[[6.708010101038616e-05, 1001.010101010101]]"
SynEq,syneq_2776,Unbiased expression of complexity 8,float,(sin(x_0) - (0.0136705690699712*log(x_0) + 0.0586810544385421)/x_1)*log(x_0),syneq_3497,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2777,Unbiased expression of complexity 14,float,-x_0*(-x_0 + (x_0*log(x_1) + cos(x_1))/(x_0 - cos(x_1)))*log(x_1)*cos(x_1),syneq_3498,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2778,Unbiased expression of complexity 4,float,log((x_0 + x_1)*cos(x_1)),syneq_3499,Others,"[[-1097.979797979798, 95.82031202020198], [-96.30568869174078, -96.30368869174077]]"
SynEq,syneq_2779,Unbiased expression of complexity 14,float,7.96854*sqrt(7.96854 - x_0)*(0.125493503201339*x_0 + 0.125493503201339*log(x_1))*(x_0 + log(x_1))*log(x_1),syneq_35,Others,"[[-998.989898989899, 7.96853999010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2780,Unbiased expression of complexity 9,float,-0.212805473715185*x_0 + 0.212805473715185*x_0/x_1 + 0.212805473715185*x_1 + 0.212805473715185*log(x_2),syneq_350,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2781,Unbiased expression of complexity 9,float,0.206455022741021*x_0*(-x_0 - 0.793544977258979*x_1)*(-0.206455022741021*x_1 + log(x_1)),syneq_3500,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2782,Unbiased expression of complexity 11,float,-x_0*x_1/(-x_0 + sin(x_2)) + x_1*(sin(x_1) + sqrt(x_1)/x_0),syneq_3501,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2783,Unbiased expression of complexity 4,float,(-x_0 - 7.73478)*log(x_0),syneq_3502,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2784,Unbiased expression of complexity 6,float,x_0*cos(log(x_0)) + cos(log(x_0)),syneq_3503,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2785,Unbiased expression of complexity 15,float,-sqrt(x_0)*(-x_0 + sqrt(x_1)/x_0)*(sqrt(x_1) - 2.8224)/sqrt(x_1),syneq_3504,Others,"[[1.010103861229041e-10, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2786,Unbiased expression of complexity 5,float,8.92666*sqrt(x_0)*(x_0 - 7.92666),syneq_3505,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2787,Unbiased expression of complexity 10,float,x_0**(3/2)*cos(x_0*x_1)/(x_0 + x_1 + cos(x_0*x_1)),syneq_3506,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2788,Unbiased expression of complexity 15,float,sqrt(x_0)*(-sqrt(x_0) + cos(x_0 + x_1) - x_1/x_0) + x_0*(-x_1 + x_1/x_0)/x_1,syneq_3507,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2789,Unbiased expression of complexity 4,float,-x_0 + log(x_0) - x_1/x_0,syneq_3508,Others,"[[1.010101038612291e-08, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2790,Unbiased expression of complexity 7,float,sqrt(x_1) + 2*x_2 + log(x_0)/x_2,syneq_3509,Others,"[[1.010103861229041e-10, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2791,Unbiased expression of complexity 7,float,27.5147847929/(sqrt(x_0)*(sqrt(x_0) + x_0)),syneq_351,Others,"[[1.010101038612291e-08, 1001.010101010101]]"
SynEq,syneq_2792,Unbiased expression of complexity 9,float,x_0*(x_0 + x_1)/sqrt(x_1) - sqrt(x_1)/x_0,syneq_3510,Others,"[[-998.989898989899, -5.411493475548923e-10], [2.5931967684300616e-10, 259.4193881831844]]"
SynEq,syneq_2793,Unbiased expression of complexity 6,float,x_0 + sqrt(x_1) + exp(cos(x_1)),syneq_3511,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2794,Unbiased expression of complexity 4,float,(x_0 + log(x_0))*log(x_0),syneq_3512,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2795,Unbiased expression of complexity 6,float,sqrt(x_1/x_0)*log(x_0)/x_0,syneq_3513,Others,"[[6.510101010386122e-06, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2796,Unbiased expression of complexity 7,float,(-x_0**2/log(x_0) + x_0)/(-x_0 + sin(x_0)),syneq_3514,Others,"[[1.0000000001698481, 1001.010101010101]]"
SynEq,syneq_2797,Unbiased expression of complexity 10,float,0.100271233687124*sqrt(x_1)*sin(x_1) + (sqrt(x_1) + 9.97295)/x_0,syneq_3515,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2798,Unbiased expression of complexity 15,float,-x_0 - x_0*exp(x_0)/(log(x_0) + cos(x_0) + 0.39002) + exp(x_0)/(log(x_0) + cos(x_0) + 0.39002),syneq_3516,Others,"[[1.8403945905995773, 5.690212143165682]]"
SynEq,syneq_2799,Unbiased expression of complexity 12,float,(-3.94806*x_0 + log(x_0))*(-15.5871777636*x_0/(-3.94806*x_0 + 1/x_0) + log(x_0) - 3.94806),syneq_3517,Others,"[[0.5032782106278546, 1001.010101010101]]"
SynEq,syneq_2800,Unbiased expression of complexity 11,float,(x_1*x_2 - x_1 + (-x_0 + log(x_1))*log(x_1) - sin(x_2)/x_1)/x_1,syneq_3518,Others,"[[-998.989898989899, 1001.010101010101], [1.0110101010386117e-05, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2801,Unbiased expression of complexity 9,float,x_0 + log(x_2)*log(sqrt(x_1)*x_2)/(x_0 + x_1),syneq_3519,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2802,Unbiased expression of complexity 10,float,(2.0 - 0.49453905251263*x_1)/sqrt(cos(x_1)) - cos(x_1) + 1/x_0,syneq_352,Others,"[[-1100.0, 900.0], [-102.10176124, -98.96016858999994]]"
SynEq,syneq_2803,Unbiased expression of complexity 7,float,0.150614885269111*x_0*log(x_0) - log(x_0) + 13.2789/x_0,syneq_3520,Others,"[[1.010101038612291e-08, 1001.010101010101]]"
SynEq,syneq_2804,Unbiased expression of complexity 12,float,(sqrt(x_0) + sin(x_1))/(sqrt(x_0)*(-x_0 + (x_0 + sin(x_1))/x_0)),syneq_3521,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2805,Unbiased expression of complexity 8,float,-sqrt(x_0)*exp(x_1) + (x_0 - x_1)*exp(x_1),syneq_3522,Others,"[[1.010103861229041e-10, 174.08392232010092], [-998.989898989899, 18.410101010101016]]"
SynEq,syneq_2806,Unbiased expression of complexity 6,float,(x_0 + x_1)*cos(x_1)/sqrt(x_0),syneq_3523,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2807,Unbiased expression of complexity 8,float,(-x_0 + log(x_1))/((x_0 + x_1*log(x_1))*log(x_1)),syneq_3524,Others,"[[-998.989898989899, -71.29719680238395], [253.52742052511508, 253.52942052511509]]"
SynEq,syneq_2808,Unbiased expression of complexity 14,float,-sqrt(x_0)*(cos(x_1) + 1.45904) - 0.685382169097489*x_0 - 0.685382169097489*x_1 - 0.685382169097489*x_2 + 1/(x_0 + x_1),syneq_3525,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2809,Unbiased expression of complexity 13,float,x_0*x_1*log(x_1)**2/(x_2*(x_2*log(x_1)/x_1 - x_2/x_1)) - log(x_1),syneq_3526,Others,"[[-472.380008989899, 442.3113111201011], [1.010103861229041e-10, 349.698453210101], [-979.990898989899, 1001.010101010101]]"
SynEq,syneq_2810,Unbiased expression of complexity 4,float,x_0 - sqrt(cos(x_0)),syneq_3527,Others,"[[-102.10176124, -98.96016858999994]]"
SynEq,syneq_2811,Unbiased expression of complexity 10,float,sqrt(x_1)/log(x_0) - log(log(x_0)) + log(x_0)/x_0,syneq_3528,Others,"[[1.0000000101010105, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2812,Unbiased expression of complexity 6,float,x_0**4*log(x_1)**2*sin(x_1),syneq_3529,Others,"[[-142.08989898989898, 142.220101010101], [1.010103861229041e-10, 152.210101010101]]"
SynEq,syneq_2813,Unbiased expression of complexity 11,float,(x_0 + 1/cos(x_0) - cos(x_0)/x_0)/(x_0 + log(x_0) + cos(x_0)),syneq_353,Others,"[[966.039740979638, 968.3506039098813]]"
SynEq,syneq_2814,Unbiased expression of complexity 5,float,-x_0 + log(x_1)*sin(log(x_1)),syneq_3530,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2815,Unbiased expression of complexity 9,float,x_1*(x_1 + 0.88494)*exp(x_0 + x_1*(x_2*log(x_1) - x_2)),syneq_3531,Others,"[[-998.989898989899, 12.22010101010101], [1.010103861229041e-10, 3.1102110101010108], [-11.705432289898976, 38.675153430101076]]"
SynEq,syneq_2816,Unbiased expression of complexity 9,float,exp(-x_0)*sin(x_0)/cos(sqrt(x_0) + sin(x_0)),syneq_3532,Others,"[[201.0209012709722, 201.8461823512221]]"
SynEq,syneq_2817,Unbiased expression of complexity 7,float,exp(-x_0)*log(x_0)/(exp(x_0) + log(x_0)),syneq_3533,Others,"[[0.26987413774395463, 1001.010101010101]]"
SynEq,syneq_2818,Unbiased expression of complexity 13,float,-x_1 + x_2*(-x_0/x_2 - x_1 + sqrt(x_2*cos(x_1))*cos(x_1))*cos(x_1),syneq_3534,Others,"[[-1097.979797979798, 902.0202020202021], [-98.96016857979797, -95.81857593979797], [-1097.979797979798, -9.797979345764991e-09]]"
SynEq,syneq_2819,Unbiased expression of complexity 7,float,sqrt(x_1)*exp(x_0/x_1)*sin(x_2),syneq_3535,Others,"[[-998.989898989899, 37.206246440101054], [0.9091010101010104, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2820,Unbiased expression of complexity 7,float,x_1 - 1/sqrt(x_2) + (x_0 - 7.59121)/x_0,syneq_3536,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2821,Unbiased expression of complexity 13,float,x_0*(-sqrt(x_1) + x_1) + sqrt(x_1)*(-sqrt(x_1) + x_1 - 1/x_0),syneq_3537,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2822,Unbiased expression of complexity 6,float,7.0721*x_0*log(x_2)/(x_1*log(x_0)),syneq_3538,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2823,Unbiased expression of complexity 11,float,-sqrt(x_0) + x_0**2 - x_0*x_1**2 - x_0/x_1 - 1/x_0,syneq_3539,Others,"[[7.950120561872609e-10, 1001.010101010101], [5.694573701475747e-10, 973.430430962048]]"
SynEq,syneq_2824,Unbiased expression of complexity 4,float,-exp(x_0) + exp(exp(x_0)),syneq_354,Others,"[[-1100.0, 3.13661753]]"
SynEq,syneq_2825,Unbiased expression of complexity 8,float,-1/(-x_0**(3/2) + sqrt(x_0))**2,syneq_3540,Others,"[[6.454316818346001, 268.87525692694453]]"
SynEq,syneq_2826,Unbiased expression of complexity 13,float,x_0*(x_0 + x_0*sin(x_1)/x_1 + sin(x_1)/x_0)*sin(x_1)/sqrt(x_1),syneq_3541,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2827,Unbiased expression of complexity 14,float,x_0*(-sqrt(x_1) + 2*sin(x_0))/(-2*x_0 + sqrt(x_1) + 3*x_1)**2,syneq_3542,Others,"[[-22.483994432818804, 818.3911627795818], [537.863480541098, 537.865480541098]]"
SynEq,syneq_2828,Unbiased expression of complexity 14,float,(0.257471832581516*x_1*(x_1 + 3.88392)*exp(x_1) - 0.257471832581516*exp(-x_1)*log(x_0))*exp(x_1)/log(x_0),syneq_3543,Others,"[[1.010103861229041e-10, 965.010101010101], [-709.2408989898989, 8.856141530100988]]"
SynEq,syneq_2829,Unbiased expression of complexity 10,float,log(x_0)*sin(sqrt(x_0)) - log(sqrt(x_0))/x_0,syneq_3544,Others,"[[1.010101038612291e-08, 1001.010101010101]]"
SynEq,syneq_2830,Unbiased expression of complexity 5,float,log(cos(x_0)) + 2.25055 + 4.5011/x_0,syneq_3545,Others,"[[-102.10176124, -98.96016858999994]]"
SynEq,syneq_2831,Unbiased expression of complexity 8,float,-sqrt(x_0) - 0.08891*sqrt(x_0)/x_1 + x_0,syneq_3546,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2832,Unbiased expression of complexity 14,float,sqrt(x_0) + x_0*(-sqrt(x_0) - x_0 + exp(x_0))*exp(x_0) + x_0 - exp(x_0),syneq_3547,Others,"[[1.010103861229041e-10, 10.344898360100999]]"
SynEq,syneq_2833,Unbiased expression of complexity 15,float,-sin(x_0) + (log(sin(x_0)) - 2*sin(x_0))/(-log(sin(x_0)) + sin(x_0)) + sin(x_0)/x_0,syneq_3548,Others,"[[-100.53096490999997, -97.38937227000008]]"
SynEq,syneq_2834,Unbiased expression of complexity 11,float,-log(log(sqrt(x_0))) + log(sqrt(x_0))/x_0**(3/2),syneq_3549,Others,"[[1.0000000001010105, 1001.010101010101]]"
SynEq,syneq_2835,Unbiased expression of complexity 14,float,((x_0 + cos(x_2))/x_0 + 1/sqrt(x_0))/(x_0*x_1*(x_2 + 1/(x_0 + cos(x_2)))),syneq_355,Others,"[[1.6901010103861305e-06, 1001.010101010101], [-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2836,Unbiased expression of complexity 6,float,sqrt(x_0) - x_0*sin(x_0) - x_0,syneq_3550,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2837,Unbiased expression of complexity 11,float,1/(x_0*(5.7286 - 0.174562720385434*sin(x_0))*(-log(x_0) - 0.174562720385434*sin(x_0))),syneq_3551,Others,"[[1.1907254234418474, 271.81813478371237]]"
SynEq,syneq_2838,Unbiased expression of complexity 15,float,(-x_1 + log(x_1) + sqrt(cos(1/x_0)) + cos(1/x_0))/sqrt(cos(1/x_0)),syneq_3552,Others,"[[0.6366197801010107, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2839,Unbiased expression of complexity 9,float,(x_0 + x_1)*(sqrt(x_1) - exp(x_1/x_2))*exp(-x_2),syneq_3553,Others,"[[-696.2099989998992, 647.7331010101011], [1.010103861229041e-10, 18.665777750101014], [0.7091010101010105, 1001.010101010101]]"
SynEq,syneq_2840,Unbiased expression of complexity 13,float,sqrt(x_0)*(-0.208065449067659*sqrt(x_1) + exp(sqrt(x_1)))/(x_1*sin(x_0)),syneq_3554,Others,"[[273.3185608626073, 274.18269485001366], [1.0101010103861233e-06, 288.3413943228257]]"
SynEq,syneq_2841,Unbiased expression of complexity 11,float,(sqrt(x_0) + x_1*(x_0 + x_1))*(-sqrt(x_1) + x_1*(x_0 + x_1)),syneq_3555,Others,"[[1.010103861229041e-10, 231.24607764010094], [1.010103861229041e-10, 221.131313010101]]"
SynEq,syneq_2842,Unbiased expression of complexity 13,float,x_0**(3/2)/((sqrt(x_0) + log(sqrt(x_0)))*cos(sqrt(x_0))),syneq_3556,Others,"[[192.42376503699103, 199.85948912188064]]"
SynEq,syneq_2843,Unbiased expression of complexity 5,float,0.108724960641564*sqrt(x_0) - 0.108724960641564/x_0,syneq_3557,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2844,Unbiased expression of complexity 14,float,x_0*(sqrt(x_0) + exp(x_0) + exp(x_0/2)/x_0)*exp(x_0) + x_0*exp(x_0),syneq_3558,Others,"[[1.010103861229041e-10, 10.344362730101]]"
SynEq,syneq_2845,Unbiased expression of complexity 5,float,-x_0 - exp(exp(x_1)) + sin(x_2),syneq_3559,Others,"[[-1100.0, 900.0], [-1100.0, 3.13661753], [-1100.0, 900.0]]"
SynEq,syneq_2846,Unbiased expression of complexity 14,float,sqrt((-x_0 + x_1)/x_0) + x_1/(x_0**2*sqrt(x_1/(x_0**2*cos(x_0)))),syneq_356,Others,"[[-98.26868521979809, -95.81857593979797], [-1097.979797979798, -97.97978797979798]]"
SynEq,syneq_2847,Unbiased expression of complexity 12,float,(x_0 + x_1 + sqrt(x_2*(-x_1 - 9.32822)) - 9.32822)*log(-9.32822*x_2),syneq_3560,Others,"[[-1009.090909090909, 990.909090909091], [-9.328219990909068, 990.909090909091], [-1009.090909090909, -9.090792502772756e-10]]"
